,date,cases_new,cases_pvax,cases_fvax,cases_vax
82,2020-04-16,110,0.0,0.0,0.0
83,2020-04-17,69,0.0,0.0,0.0
84,2020-04-18,54,0.0,0.0,0.0
85,2020-04-19,84,0.0,0.0,0.0
86,2020-04-20,36,0.0,0.0,0.0
87,2020-04-21,57,0.0,0.0,0.0
88,2020-04-22,50,0.0,0.0,0.0
89,2020-04-23,71,0.0,0.0,0.0
90,2020-04-24,88,0.0,0.0,0.0
91,2020-04-25,51,0.0,0.0,0.0
92,2020-04-26,38,0.0,0.0,0.0
93,2020-04-27,40,0.0,0.0,0.0
94,2020-04-28,31,0.0,0.0,0.0
95,2020-04-29,94,0.0,0.0,0.0
96,2020-04-30,57,0.0,0.0,0.0
97,2020-05-01,69,0.0,0.0,0.0
98,2020-05-02,105,0.0,0.0,0.0
99,2020-05-03,122,0.0,0.0,0.0
100,2020-05-04,55,0.0,0.0,0.0
101,2020-05-05,30,0.0,0.0,0.0
102,2020-05-06,45,0.0,0.0,0.0
103,2020-05-07,39,0.0,0.0,0.0
104,2020-05-08,68,0.0,0.0,0.0
105,2020-05-09,54,0.0,0.0,0.0
106,2020-05-10,67,0.0,0.0,0.0
107,2020-05-11,70,0.0,0.0,0.0
108,2020-05-12,16,0.0,0.0,0.0
109,2020-05-13,37,0.0,0.0,0.0
110,2020-05-14,40,0.0,0.0,0.0
111,2020-05-15,36,0.0,0.0,0.0
112,2020-05-16,17,0.0,0.0,0.0
113,2020-05-17,22,0.0,0.0,0.0
114,2020-05-18,47,0.0,0.0,0.0
115,2020-05-19,37,0.0,0.0,0.0
116,2020-05-20,31,0.0,0.0,0.0
117,2020-05-21,50,0.0,0.0,0.0
118,2020-05-22,78,0.0,0.0,0.0
119,2020-05-23,48,0.0,0.0,0.0
120,2020-05-24,60,0.0,0.0,0.0
121,2020-05-25,172,0.0,0.0,0.0
122,2020-05-26,187,0.0,0.0,0.0
123,2020-05-27,15,0.0,0.0,0.0
124,2020-05-28,10,0.0,0.0,0.0
125,2020-05-29,103,0.0,0.0,0.0
126,2020-05-30,30,0.0,0.0,0.0
127,2020-05-31,57,0.0,0.0,0.0
128,2020-06-01,38,0.0,0.0,0.0
129,2020-06-02,20,0.0,0.0,0.0
130,2020-06-03,93,0.0,0.0,0.0
131,2020-06-04,277,0.0,0.0,0.0
132,2020-06-05,19,0.0,0.0,0.0
133,2020-06-06,37,0.0,0.0,0.0
134,2020-06-07,19,0.0,0.0,0.0
135,2020-06-08,7,0.0,0.0,0.0
136,2020-06-09,7,0.0,0.0,0.0
137,2020-06-10,2,0.0,0.0,0.0
138,2020-06-11,31,0.0,0.0,0.0
139,2020-06-12,33,0.0,0.0,0.0
140,2020-06-13,43,0.0,0.0,0.0
141,2020-06-14,8,0.0,0.0,0.0
142,2020-06-15,41,0.0,0.0,0.0
143,2020-06-16,11,0.0,0.0,0.0
144,2020-06-17,10,0.0,0.0,0.0
145,2020-06-18,14,0.0,0.0,0.0
146,2020-06-19,6,0.0,0.0,0.0
147,2020-06-20,21,0.0,0.0,0.0
148,2020-06-21,16,0.0,0.0,0.0
149,2020-06-22,15,0.0,0.0,0.0
150,2020-06-23,3,0.0,0.0,0.0
151,2020-06-24,6,0.0,0.0,0.0
152,2020-06-25,4,0.0,0.0,0.0
153,2020-06-26,6,0.0,0.0,0.0
154,2020-06-27,10,0.0,0.0,0.0
155,2020-06-28,18,0.0,0.0,0.0
156,2020-06-29,3,0.0,0.0,0.0
157,2020-06-30,2,0.0,0.0,0.0
158,2020-07-01,1,0.0,0.0,0.0
159,2020-07-02,3,0.0,0.0,0.0
160,2020-07-03,5,0.0,0.0,0.0
161,2020-07-04,10,0.0,0.0,0.0
162,2020-07-05,5,0.0,0.0,0.0
163,2020-07-06,5,0.0,0.0,0.0
164,2020-07-07,6,0.0,0.0,0.0
165,2020-07-08,3,0.0,0.0,0.0
166,2020-07-09,6,0.0,0.0,0.0
167,2020-07-10,13,0.0,0.0,0.0
168,2020-07-11,8,0.0,0.0,0.0
169,2020-07-12,14,0.0,0.0,0.0
170,2020-07-13,7,0.0,0.0,0.0
171,2020-07-14,4,0.0,0.0,0.0
172,2020-07-15,5,0.0,0.0,0.0
173,2020-07-16,3,0.0,0.0,0.0
174,2020-07-17,18,0.0,0.0,0.0
175,2020-07-18,9,0.0,0.0,0.0
176,2020-07-19,15,0.0,0.0,0.0
177,2020-07-20,21,0.0,0.0,0.0
178,2020-07-21,15,0.0,0.0,0.0
179,2020-07-22,16,0.0,0.0,0.0
180,2020-07-23,9,0.0,0.0,0.0
181,2020-07-24,21,0.0,0.0,0.0
182,2020-07-25,23,0.0,0.0,0.0
183,2020-07-26,13,0.0,0.0,0.0
184,2020-07-27,7,0.0,0.0,0.0
185,2020-07-28,39,0.0,0.0,0.0
186,2020-07-29,13,0.0,0.0,0.0
187,2020-07-30,8,0.0,0.0,0.0
188,2020-07-31,12,0.0,0.0,0.0
189,2020-08-01,9,0.0,0.0,0.0
190,2020-08-02,14,0.0,0.0,0.0
191,2020-08-03,2,0.0,0.0,0.0
192,2020-08-04,1,0.0,0.0,0.0
193,2020-08-05,21,0.0,0.0,0.0
194,2020-08-06,15,0.0,0.0,0.0
195,2020-08-07,25,0.0,0.0,0.0
196,2020-08-08,7,0.0,0.0,0.0
197,2020-08-09,13,0.0,0.0,0.0
198,2020-08-10,11,0.0,0.0,0.0
199,2020-08-11,9,0.0,0.0,0.0
200,2020-08-12,11,0.0,0.0,0.0
201,2020-08-13,15,0.0,0.0,0.0
202,2020-08-14,20,0.0,0.0,0.0
203,2020-08-15,26,0.0,0.0,0.0
204,2020-08-16,25,0.0,0.0,0.0
205,2020-08-17,12,0.0,0.0,0.0
206,2020-08-18,7,0.0,0.0,0.0
207,2020-08-19,16,0.0,0.0,0.0
208,2020-08-20,5,0.0,0.0,0.0
209,2020-08-21,9,0.0,0.0,0.0
210,2020-08-22,8,0.0,0.0,0.0
211,2020-08-23,10,0.0,0.0,0.0
212,2020-08-24,7,0.0,0.0,0.0
213,2020-08-25,11,0.0,0.0,0.0
214,2020-08-26,6,0.0,0.0,0.0
215,2020-08-27,5,0.0,0.0,0.0
216,2020-08-28,10,0.0,0.0,0.0
217,2020-08-29,11,0.0,0.0,0.0
218,2020-08-30,17,0.0,0.0,0.0
219,2020-08-31,6,0.0,0.0,0.0
220,2020-09-01,14,0.0,0.0,0.0
221,2020-09-02,6,0.0,0.0,0.0
222,2020-09-03,14,0.0,0.0,0.0
223,2020-09-04,11,0.0,0.0,0.0
224,2020-09-05,6,0.0,0.0,0.0
225,2020-09-06,6,0.0,0.0,0.0
226,2020-09-07,62,0.0,0.0,0.0
227,2020-09-08,100,0.0,0.0,0.0
228,2020-09-09,24,0.0,0.0,0.0
229,2020-09-10,45,0.0,0.0,0.0
230,2020-09-11,182,0.0,0.0,0.0
231,2020-09-12,58,0.0,0.0,0.0
232,2020-09-13,47,0.0,0.0,0.0
233,2020-09-14,31,0.0,0.0,0.0
234,2020-09-15,23,0.0,0.0,0.0
235,2020-09-16,62,0.0,0.0,0.0
236,2020-09-17,21,0.0,0.0,0.0
237,2020-09-18,95,0.0,0.0,0.0
238,2020-09-19,20,0.0,0.0,0.0
239,2020-09-20,52,0.0,0.0,0.0
240,2020-09-21,57,0.0,0.0,0.0
241,2020-09-22,82,0.0,0.0,0.0
242,2020-09-23,147,0.0,0.0,0.0
243,2020-09-24,72,0.0,0.0,0.0
244,2020-09-25,110,0.0,0.0,0.0
245,2020-09-26,82,0.0,0.0,0.0
246,2020-09-27,150,0.0,0.0,0.0
247,2020-09-28,115,0.0,0.0,0.0
248,2020-09-29,101,0.0,0.0,0.0
249,2020-09-30,89,0.0,0.0,0.0
250,2020-10-01,260,0.0,0.0,0.0
251,2020-10-02,287,0.0,0.0,0.0
252,2020-10-03,317,0.0,0.0,0.0
253,2020-10-04,293,0.0,0.0,0.0
254,2020-10-05,432,0.0,0.0,0.0
255,2020-10-06,691,0.0,0.0,0.0
256,2020-10-07,489,0.0,0.0,0.0
257,2020-10-08,375,0.0,0.0,0.0
258,2020-10-09,354,0.0,0.0,0.0
259,2020-10-10,374,0.0,0.0,0.0
260,2020-10-11,561,0.0,0.0,0.0
261,2020-10-12,563,0.0,0.0,0.0
262,2020-10-13,660,0.0,0.0,0.0
263,2020-10-14,660,0.0,0.0,0.0
264,2020-10-15,589,0.0,0.0,0.0
265,2020-10-16,629,0.0,0.0,0.0
266,2020-10-17,869,0.0,0.0,0.0
267,2020-10-18,871,0.0,0.0,0.0
268,2020-10-19,865,0.0,0.0,0.0
269,2020-10-20,862,0.0,0.0,0.0
270,2020-10-21,732,0.0,0.0,0.0
271,2020-10-22,847,0.0,0.0,0.0
272,2020-10-23,710,0.0,0.0,0.0
273,2020-10-24,1228,0.0,0.0,0.0
274,2020-10-25,823,0.0,0.0,0.0
275,2020-10-26,1240,0.0,0.0,0.0
276,2020-10-27,835,0.0,0.0,0.0
277,2020-10-28,801,0.0,0.0,0.0
278,2020-10-29,649,0.0,0.0,0.0
279,2020-10-30,799,0.0,0.0,0.0
280,2020-10-31,659,0.0,0.0,0.0
281,2020-11-01,957,0.0,0.0,0.0
282,2020-11-02,834,0.0,0.0,0.0
283,2020-11-03,1054,0.0,0.0,0.0
284,2020-11-04,1032,0.0,0.0,0.0
285,2020-11-05,1009,0.0,0.0,0.0
286,2020-11-06,1755,0.0,0.0,0.0
287,2020-11-07,1168,0.0,0.0,0.0
288,2020-11-08,852,0.0,0.0,0.0
289,2020-11-09,972,0.0,0.0,0.0
290,2020-11-10,869,0.0,0.0,0.0
291,2020-11-11,822,0.0,0.0,0.0
292,2020-11-12,919,0.0,0.0,0.0
293,2020-11-13,1304,0.0,0.0,0.0
294,2020-11-14,1114,0.0,0.0,0.0
295,2020-11-15,1208,0.0,0.0,0.0
296,2020-11-16,1103,0.0,0.0,0.0
297,2020-11-17,1210,0.0,0.0,0.0
298,2020-11-18,660,0.0,0.0,0.0
299,2020-11-19,1290,0.0,0.0,0.0
300,2020-11-20,958,0.0,0.0,0.0
301,2020-11-21,1041,0.0,0.0,0.0
302,2020-11-22,1096,0.0,0.0,0.0
303,2020-11-23,1884,0.0,0.0,0.0
304,2020-11-24,2188,0.0,0.0,0.0
305,2020-11-25,970,0.0,0.0,0.0
306,2020-11-26,935,0.0,0.0,0.0
307,2020-11-27,1109,0.0,0.0,0.0
308,2020-11-28,1315,0.0,0.0,0.0
309,2020-11-29,1309,0.0,0.0,0.0
310,2020-11-30,1212,0.0,0.0,0.0
311,2020-12-01,1472,0.0,0.0,0.0
312,2020-12-02,851,0.0,0.0,0.0
313,2020-12-03,1075,0.0,0.0,0.0
314,2020-12-04,1141,0.0,0.0,0.0
315,2020-12-05,1123,0.0,0.0,0.0
316,2020-12-06,1335,0.0,0.0,0.0
317,2020-12-07,1600,0.0,0.0,0.0
318,2020-12-08,1012,0.0,0.0,0.0
319,2020-12-09,959,0.0,0.0,0.0
320,2020-12-10,2234,0.0,0.0,0.0
321,2020-12-11,1810,0.0,0.0,0.0
322,2020-12-12,1937,0.0,0.0,0.0
323,2020-12-13,1229,0.0,0.0,0.0
324,2020-12-14,1371,0.0,0.0,0.0
325,2020-12-15,1772,0.0,0.0,0.0
326,2020-12-16,1295,0.0,0.0,0.0
327,2020-12-17,1220,0.0,0.0,0.0
328,2020-12-18,1683,0.0,0.0,0.0
329,2020-12-19,1153,0.0,0.0,0.0
330,2020-12-20,1340,0.0,0.0,0.0
331,2020-12-21,2018,0.0,0.0,0.0
332,2020-12-22,2062,0.0,0.0,0.0
333,2020-12-23,1348,0.0,0.0,0.0
334,2020-12-24,1581,0.0,0.0,0.0
335,2020-12-25,1247,0.0,0.0,0.0
336,2020-12-26,2335,0.0,0.0,0.0
337,2020-12-27,1196,0.0,0.0,0.0
338,2020-12-28,1594,0.0,0.0,0.0
339,2020-12-29,1925,0.0,0.0,0.0
340,2020-12-30,1870,0.0,0.0,0.0
341,2020-12-31,2525,0.0,0.0,0.0
342,2021-01-01,2068,0.0,0.0,0.0
343,2021-01-02,2295,0.0,0.0,0.0
344,2021-01-03,1704,0.0,0.0,0.0
345,2021-01-04,1741,0.0,0.0,0.0
346,2021-01-05,2027,0.0,0.0,0.0
347,2021-01-06,2593,0.0,0.0,0.0
348,2021-01-07,3027,0.0,0.0,0.0
349,2021-01-08,2643,0.0,0.0,0.0
350,2021-01-09,2451,0.0,0.0,0.0
351,2021-01-10,2433,0.0,0.0,0.0
352,2021-01-11,2232,0.0,0.0,0.0
353,2021-01-12,3309,0.0,0.0,0.0
354,2021-01-13,2985,0.0,0.0,0.0
355,2021-01-14,3337,0.0,0.0,0.0
356,2021-01-15,3211,0.0,0.0,0.0
357,2021-01-16,4029,0.0,0.0,0.0
358,2021-01-17,3339,0.0,0.0,0.0
359,2021-01-18,3306,0.0,0.0,0.0
360,2021-01-19,3631,0.0,0.0,0.0
361,2021-01-20,4008,0.0,0.0,0.0
362,2021-01-21,3170,0.0,0.0,0.0
363,2021-01-22,3631,1.0,0.0,1.0
364,2021-01-23,4275,0.0,0.0,0.0
365,2021-01-24,3346,0.0,0.0,0.0
366,2021-01-25,3048,1.0,0.0,1.0
367,2021-01-26,3585,0.0,0.0,0.0
368,2021-01-27,3680,0.0,0.0,0.0
369,2021-01-28,4094,0.0,0.0,0.0
370,2021-01-29,5725,0.0,0.0,0.0
371,2021-01-30,5728,0.0,0.0,0.0
372,2021-01-31,5298,0.0,0.0,0.0
373,2021-02-01,4214,0.0,0.0,0.0
374,2021-02-02,3455,0.0,0.0,0.0
375,2021-02-03,4284,0.0,0.0,0.0
376,2021-02-04,4571,0.0,0.0,0.0
377,2021-02-05,3391,0.0,0.0,0.0
378,2021-02-06,3847,0.0,0.0,0.0
379,2021-02-07,3731,0.0,0.0,0.0
380,2021-02-08,3100,0.0,0.0,0.0
381,2021-02-09,2764,0.0,0.0,0.0
382,2021-02-10,3288,0.0,0.0,0.0
383,2021-02-11,3384,0.0,0.0,0.0
384,2021-02-12,3318,0.0,0.0,0.0
385,2021-02-13,3499,0.0,0.0,0.0
386,2021-02-14,2464,0.0,0.0,0.0
387,2021-02-15,2176,0.0,0.0,0.0
388,2021-02-16,2720,0.0,0.0,0.0
389,2021-02-17,2998,0.0,0.0,0.0
390,2021-02-18,2712,0.0,0.0,0.0
391,2021-02-19,2936,0.0,0.0,0.0
392,2021-02-20,2461,0.0,0.0,0.0
393,2021-02-21,3297,1.0,0.0,1.0
394,2021-02-22,2192,0.0,0.0,0.0
395,2021-02-23,2468,0.0,0.0,0.0
396,2021-02-24,3545,0.0,0.0,0.0
397,2021-02-25,1924,0.0,0.0,0.0
398,2021-02-26,2253,0.0,0.0,0.0
399,2021-02-27,2364,0.0,0.0,0.0
400,2021-02-28,2437,0.0,0.0,0.0
401,2021-03-01,1828,0.0,0.0,0.0
402,2021-03-02,1555,0.0,1.0,1.0
403,2021-03-03,1745,1.0,0.0,1.0
404,2021-03-04,2063,1.0,0.0,1.0
405,2021-03-05,2154,3.0,0.0,3.0
406,2021-03-06,1680,2.0,0.0,2.0
407,2021-03-07,1683,2.0,0.0,2.0
408,2021-03-08,1529,7.0,0.0,7.0
409,2021-03-09,1280,3.0,0.0,3.0
410,2021-03-10,1448,2.0,0.0,2.0
411,2021-03-11,1647,19.0,0.0,19.0
412,2021-03-12,1575,5.0,0.0,5.0
413,2021-03-13,1470,17.0,0.0,17.0
414,2021-03-14,1354,12.0,1.0,13.0
415,2021-03-15,1208,15.0,1.0,16.0
416,2021-03-16,1063,13.0,0.0,13.0
417,2021-03-17,1219,14.0,0.0,14.0
418,2021-03-18,1213,13.0,0.0,13.0
419,2021-03-19,1576,15.0,0.0,15.0
420,2021-03-20,1671,21.0,0.0,21.0
421,2021-03-21,1327,15.0,0.0,15.0
422,2021-03-22,1116,6.0,0.0,6.0
423,2021-03-23,1384,20.0,0.0,20.0
424,2021-03-24,1268,17.0,0.0,17.0
425,2021-03-25,1360,17.0,0.0,17.0
426,2021-03-26,1275,10.0,1.0,11.0
427,2021-03-27,1199,12.0,0.0,12.0
428,2021-03-28,1302,12.0,0.0,12.0
429,2021-03-29,941,12.0,0.0,12.0
430,2021-03-30,1133,15.0,1.0,16.0
431,2021-03-31,1482,20.0,0.0,20.0
432,2021-04-01,1178,8.0,0.0,8.0
433,2021-04-02,1294,7.0,0.0,7.0
434,2021-04-03,1638,9.0,0.0,9.0
435,2021-04-04,1349,8.0,0.0,8.0
436,2021-04-05,1070,10.0,0.0,10.0
437,2021-04-06,1300,10.0,1.0,11.0
438,2021-04-07,1139,17.0,0.0,17.0
439,2021-04-08,1285,11.0,1.0,12.0
440,2021-04-09,1854,31.0,2.0,33.0
441,2021-04-10,1510,13.0,2.0,15.0
442,2021-04-11,1739,15.0,3.0,18.0
443,2021-04-12,1317,9.0,0.0,9.0
444,2021-04-13,1767,7.0,2.0,9.0
445,2021-04-14,1889,16.0,4.0,20.0
446,2021-04-15,2148,10.0,5.0,15.0
447,2021-04-16,2551,17.0,3.0,20.0
448,2021-04-17,2331,22.0,3.0,25.0
449,2021-04-18,2195,17.0,3.0,20.0
450,2021-04-19,2078,13.0,3.0,16.0
451,2021-04-20,2341,15.0,3.0,18.0
452,2021-04-21,2340,15.0,8.0,23.0
453,2021-04-22,2875,29.0,5.0,34.0
454,2021-04-23,2847,23.0,14.0,37.0
455,2021-04-24,2717,28.0,12.0,40.0
456,2021-04-25,2690,25.0,7.0,32.0
457,2021-04-26,2776,23.0,7.0,30.0
458,2021-04-27,2733,22.0,15.0,37.0
459,2021-04-28,3142,28.0,16.0,44.0
460,2021-04-29,3332,37.0,11.0,48.0
461,2021-04-30,3788,39.0,19.0,58.0
462,2021-05-01,2881,40.0,15.0,55.0
463,2021-05-02,3418,38.0,12.0,50.0
464,2021-05-03,2500,24.0,8.0,32.0
465,2021-05-04,3120,35.0,22.0,57.0
466,2021-05-05,3744,48.0,22.0,70.0
467,2021-05-06,3551,44.0,22.0,66.0
468,2021-05-07,4498,62.0,17.0,79.0
469,2021-05-08,4519,52.0,16.0,68.0
470,2021-05-09,3733,43.0,25.0,68.0
471,2021-05-10,3807,63.0,22.0,85.0
472,2021-05-11,3973,46.0,32.0,78.0
473,2021-05-12,4765,61.0,26.0,87.0
474,2021-05-13,4855,77.0,29.0,106.0
475,2021-05-14,4113,89.0,24.0,113.0
476,2021-05-15,4140,92.0,35.0,127.0
477,2021-05-16,3780,81.0,24.0,105.0
478,2021-05-17,4446,85.0,33.0,118.0
479,2021-05-18,4865,87.0,47.0,134.0
480,2021-05-19,6075,101.0,67.0,168.0
481,2021-05-20,6806,117.0,73.0,190.0
482,2021-05-21,6493,106.0,88.0,194.0
483,2021-05-22,6320,127.0,84.0,211.0
484,2021-05-23,6976,135.0,100.0,235.0
485,2021-05-24,6509,119.0,92.0,211.0
486,2021-05-25,7289,130.0,96.0,226.0
487,2021-05-26,7478,125.0,107.0,232.0
488,2021-05-27,7857,147.0,127.0,274.0
489,2021-05-28,8290,150.0,113.0,263.0
490,2021-05-29,9020,163.0,144.0,307.0
491,2021-05-30,6999,141.0,94.0,235.0
492,2021-05-31,6824,138.0,102.0,240.0
493,2021-06-01,7105,154.0,123.0,277.0
494,2021-06-02,7703,166.0,137.0,303.0
495,2021-06-03,8209,142.0,135.0,277.0
496,2021-06-04,7748,181.0,122.0,303.0
497,2021-06-05,7452,156.0,121.0,277.0
498,2021-06-06,6241,164.0,111.0,275.0
499,2021-06-07,5271,148.0,118.0,266.0
500,2021-06-08,5566,143.0,84.0,227.0
501,2021-06-09,6239,153.0,115.0,268.0
502,2021-06-10,5671,155.0,122.0,277.0
503,2021-06-11,6849,195.0,110.0,305.0
504,2021-06-12,5793,161.0,108.0,269.0
505,2021-06-13,5304,154.0,89.0,243.0
506,2021-06-14,4949,171.0,89.0,260.0
507,2021-06-15,5419,183.0,98.0,281.0
508,2021-06-16,5150,220.0,91.0,311.0
509,2021-06-17,5738,208.0,105.0,313.0
510,2021-06-18,6440,198.0,109.0,307.0
511,2021-06-19,5911,269.0,107.0,376.0
512,2021-06-20,5293,204.0,74.0,278.0
513,2021-06-21,4611,228.0,82.0,310.0
514,2021-06-22,4743,278.0,91.0,369.0
515,2021-06-23,5244,332.0,101.0,433.0
516,2021-06-24,5841,377.0,114.0,491.0
517,2021-06-25,5812,321.0,130.0,451.0
518,2021-06-26,5803,396.0,114.0,510.0
519,2021-06-27,5586,414.0,131.0,545.0
520,2021-06-28,5218,343.0,111.0,454.0
521,2021-06-29,6437,424.0,161.0,585.0
522,2021-06-30,6276,504.0,169.0,673.0
523,2021-07-01,6988,642.0,176.0,818.0
524,2021-07-02,6982,588.0,202.0,790.0
525,2021-07-03,6658,591.0,183.0,774.0
526,2021-07-04,6045,586.0,158.0,744.0
527,2021-07-05,6387,623.0,211.0,834.0
528,2021-07-06,7654,734.0,210.0,944.0
529,2021-07-07,7097,728.0,209.0,937.0
530,2021-07-08,8868,1029.0,295.0,1324.0
531,2021-07-09,9180,1017.0,289.0,1306.0
532,2021-07-10,9353,1102.0,336.0,1438.0
533,2021-07-11,9105,1208.0,337.0,1545.0
534,2021-07-12,8574,1094.0,322.0,1416.0
535,2021-07-13,11079,1468.0,456.0,1924.0
536,2021-07-14,11618,1769.0,519.0,2288.0
537,2021-07-15,13215,1878.0,507.0,2385.0
538,2021-07-16,12541,1863.0,535.0,2398.0
539,2021-07-17,12528,1917.0,479.0,2396.0
540,2021-07-18,10710,1625.0,453.0,2078.0
541,2021-07-19,10972,1852.0,486.0,2338.0
542,2021-07-20,12366,2173.0,539.0,2712.0
543,2021-07-21,11985,2244.0,581.0,2825.0
544,2021-07-22,13034,2647.0,732.0,3379.0
545,2021-07-23,15573,3336.0,786.0,4122.0
546,2021-07-24,15902,3450.0,777.0,4227.0
547,2021-07-25,17045,3618.0,903.0,4521.0
548,2021-07-26,14516,2764.0,708.0,3472.0
549,2021-07-27,16117,3530.0,921.0,4451.0
550,2021-07-28,17405,4154.0,1103.0,5257.0
551,2021-07-29,17170,4184.0,1103.0,5287.0
552,2021-07-30,16840,4158.0,1115.0,5273.0
553,2021-07-31,17786,4437.0,1239.0,5676.0
554,2021-08-01,17150,4703.0,1180.0,5883.0
555,2021-08-02,15764,4310.0,1128.0,5438.0
556,2021-08-03,17105,4749.0,1332.0,6081.0
557,2021-08-04,19819,5570.0,1546.0,7116.0
558,2021-08-05,20596,6600.0,1716.0,8316.0
559,2021-08-06,20889,6943.0,1836.0,8779.0
560,2021-08-07,19257,6366.0,1715.0,8081.0
561,2021-08-08,18688,5975.0,1724.0,7699.0
562,2021-08-09,17236,5569.0,1648.0,7217.0
563,2021-08-10,19991,6610.0,1923.0,8533.0
564,2021-08-11,20780,6597.0,2076.0,8673.0
565,2021-08-12,21668,7001.0,2431.0,9432.0
566,2021-08-13,21468,7206.0,2405.0,9611.0
567,2021-08-14,20670,6831.0,2390.0,9221.0
568,2021-08-15,20546,6842.0,2492.0,9334.0
569,2021-08-16,19740,6355.0,2682.0,9037.0
570,2021-08-17,19631,6199.0,2723.0,8922.0
571,2021-08-18,22242,7149.0,3201.0,10350.0
572,2021-08-19,22948,7153.0,3310.0,10463.0
573,2021-08-20,23564,7201.0,4230.0,11431.0
574,2021-08-21,22262,6892.0,3913.0,10805.0
575,2021-08-22,19807,5880.0,3416.0,9296.0
576,2021-08-23,17672,5199.0,3379.0,8578.0
577,2021-08-24,20837,6270.0,3927.0,10197.0
578,2021-08-25,22642,6912.0,4502.0,11414.0
579,2021-08-26,24599,7294.0,4875.0,12169.0
580,2021-08-27,22070,6456.0,5028.0,11484.0
581,2021-08-28,22597,6777.0,5292.0,12069.0
582,2021-08-29,20579,5634.0,4894.0,10528.0
583,2021-08-30,19268,5229.0,4639.0,9868.0
584,2021-08-31,20897,5821.0,5549.0,11370.0
585,2021-09-01,18762,4919.0,5459.0,10378.0
